"senator_name","start_date","end_date","description","amount","salary_flag","State","St.Abrv","Party"
"ANGUS KING",2020-06-04,2020-06-08,"STAFF TRANSPORTATION",416.85,1,"Maine","ME","I"
"ANGUS KING",2020-06-02,2020-06-04,"STAFF TRANSPORTATION",47.7,1,"Maine","ME","I"
"ANGUS KING",2020-06-08,2020-06-08,"STAFF TRANSPORTATION",12.1,1,"Maine","ME","I"
"ANGUS KING",2020-06-08,2020-06-08,"STAFF TRANSPORTATION",7.2,1,"Maine","ME","I"
"ANGUS KING",2020-06-09,2020-06-09,"STAFF TRANSPORTATION",7.65,1,"Maine","ME","I"
"ANGUS KING",2020-06-04,2020-06-08,"STAFF TRANSPORTATION",644,1,"Maine","ME","I"
"ANGUS KING",2020-06-10,2020-06-11,"STAFF TRANSPORTATION",38.25,1,"Maine","ME","I"
"ANGUS KING",2020-06-11,2020-06-11,"STAFF TRANSPORTATION",27.5,1,"Maine","ME","I"
"ANGUS KING",2020-06-09,2020-06-09,"STAFF TRANSPORTATION",70.2,1,"Maine","ME","I"
"ANGUS KING",2020-06-10,2020-06-10,"STAFF TRANSPORTATION",63.3,1,"Maine","ME","I"
"ANGUS KING",2020-06-11,2020-06-11,"STAFF TRANSPORTATION",70.2,1,"Maine","ME","I"
"ANGUS KING",2020-06-02,2020-06-12,"STAFF TRANSPORTATION",295,1,"Maine","ME","I"
"ANGUS KING",2020-05-23,2020-05-23,"SENATOR'S TRANSPORTATION + WASHINGTON DC TO PHILADELPHIA PA, TO PORTLAND",540.6,1,"Maine","ME","I"
"ANGUS KING",2020-06-10,2020-06-10,"PER DIEM",14.2,1,"Maine","ME","I"
"ANGUS KING",2020-06-10,2020-06-10,"STAFF TRANSPORTATION",41.05,1,"Maine","ME","I"
"ANGUS KING",2020-06-10,2020-06-10,"STAFF TRANSPORTATION",18.9,1,"Maine","ME","I"
"ANGUS KING",2020-06-11,2020-06-11,"STAFF TRANSPORTATION",25.2,1,"Maine","ME","I"
"ANGUS KING",2020-06-11,2020-06-13,"STAFF TRANSPORTATION",129.15,1,"Maine","ME","I"
"ANGUS KING",2020-05-26,2020-06-04,"STAFF TRANSPORTATION",154.8,1,"Maine","ME","I"
"ANGUS KING",2020-06-07,2020-06-13,"STAFF TRANSPORTATION",422.55,1,"Maine","ME","I"
"ANGUS KING",2020-06-16,2020-06-16,"STAFF TRANSPORTATION",39.2,1,"Maine","ME","I"
"ANGUS KING",2020-06-17,2020-06-17,"STAFF TRANSPORTATION",4.05,1,"Maine","ME","I"
"ANGUS KING",2020-06-03,2020-06-11,"STAFF TRANSPORTATION",192.87,1,"Maine","ME","I"
"ANGUS KING",2020-06-17,2020-06-21,"STAFF TRANSPORTATION",205.65,1,"Maine","ME","I"
"ANGUS KING",2020-06-19,2020-06-19,"STAFF TRANSPORTATION",7.2,1,"Maine","ME","I"
"ANGUS KING",2020-06-22,2020-06-22,"STAFF TRANSPORTATION",7.2,1,"Maine","ME","I"
"ANGUS KING",2020-06-03,2020-06-19,"STAFF TRANSPORTATION",101.25,1,"Maine","ME","I"
"ANGUS KING",2020-06-23,2020-06-23,"STAFF TRANSPORTATION",42.75,1,"Maine","ME","I"
"ANGUS KING",2020-06-23,2020-06-23,"STAFF TRANSPORTATION",25.6,1,"Maine","ME","I"
"ANGUS KING",2020-06-25,2020-06-26,"PER DIEM",103.12,1,"Maine","ME","I"
"ANGUS KING",2020-06-25,2020-06-26,"STAFF TRANSPORTATION",54,1,"Maine","ME","I"
"ANGUS KING",2020-06-24,2020-06-25,"STAFF TRANSPORTATION",10.8,1,"Maine","ME","I"
"ANGUS KING",2020-07-01,2020-07-01,"STAFF TRANSPORTATION",26.8,1,"Maine","ME","I"
"ANGUS KING",2020-06-25,2020-06-25,"STAFF TRANSPORTATION",68.85,1,"Maine","ME","I"
"ANGUS KING",2020-06-10,2020-06-27,"STAFF TRANSPORTATION",72,1,"Maine","ME","I"
"ANGUS KING",2020-06-17,2020-06-24,"STAFF TRANSPORTATION",109.76,1,"Maine","ME","I"
"ANGUS KING",2020-06-16,2020-06-30,"STAFF TRANSPORTATION",88.2,1,"Maine","ME","I"
"ANGUS KING",2020-06-17,2020-06-17,"STAFF TRANSPORTATION",17.1,1,"Maine","ME","I"
"ANGUS KING",2020-06-22,2020-06-25,"STAFF TRANSPORTATION",17.1,1,"Maine","ME","I"
"ANGUS KING",2020-06-24,2020-06-24,"STAFF TRANSPORTATION",29.16,1,"Maine","ME","I"
"ANGUS KING",2020-06-01,2020-06-17,"STAFF TRANSPORTATION",450,1,"Maine","ME","I"
"ANGUS KING",2020-06-01,2020-06-30,"STAFF TRANSPORTATION",45,1,"Maine","ME","I"
"ANGUS KING",2020-06-25,2020-06-25,"PER DIEM",11.87,1,"Maine","ME","I"
"ANGUS KING",2020-06-25,2020-06-25,"STAFF TRANSPORTATION",46.35,1,"Maine","ME","I"
"ANGUS KING",2020-06-17,2020-06-26,"STAFF TRANSPORTATION",322.65,1,"Maine","ME","I"
"ANGUS KING",2020-05-22,2020-05-22,"STAFF TRANSPORTATION",34.2,1,"Maine","ME","I"
"ANGUS KING",2020-05-29,2020-05-29,"STAFF TRANSPORTATION",41.4,1,"Maine","ME","I"
"ANGUS KING",2020-05-31,2020-05-31,"STAFF TRANSPORTATION",37.8,1,"Maine","ME","I"
"ANGUS KING",2020-06-01,2020-06-01,"STAFF TRANSPORTATION",11.7,1,"Maine","ME","I"
"ANGUS KING",2020-06-04,2020-06-04,"STAFF TRANSPORTATION",69.3,1,"Maine","ME","I"
"ANGUS KING",2020-06-07,2020-06-07,"STAFF TRANSPORTATION",61.65,1,"Maine","ME","I"
"ANGUS KING",2020-06-12,2020-06-12,"STAFF TRANSPORTATION",43.2,1,"Maine","ME","I"
"ANGUS KING",2020-06-18,2020-06-18,"STAFF TRANSPORTATION",122.4,1,"Maine","ME","I"
"ANGUS KING",2020-06-24,2020-06-24,"PER DIEM",18.5,1,"Maine","ME","I"
"ANGUS KING",2020-06-24,2020-06-24,"STAFF TRANSPORTATION",45,1,"Maine","ME","I"
"ANGUS KING",2020-06-26,2020-06-26,"PER DIEM",18,1,"Maine","ME","I"
"ANGUS KING",2020-06-26,2020-06-26,"STAFF TRANSPORTATION",85.5,1,"Maine","ME","I"
"ANGUS KING",2020-06-30,2020-06-30,"STAFF TRANSPORTATION",16.75,1,"Maine","ME","I"
"ANGUS KING",2020-06-24,2020-06-30,"STAFF TRANSPORTATION",132.3,1,"Maine","ME","I"
"ANGUS KING",2020-06-23,2020-06-23,"PER DIEM",11.39,1,"Maine","ME","I"
"ANGUS KING",2020-06-23,2020-06-23,"STAFF TRANSPORTATION",42.75,1,"Maine","ME","I"
"ANGUS KING",2020-06-28,2020-07-05,"STAFF TRANSPORTATION",518.99,1,"Maine","ME","I"
"ANGUS KING",2020-05-25,2020-05-25,"STAFF TRANSPORTATION",41.4,1,"Maine","ME","I"
"ANGUS KING",2020-05-31,2020-06-14,"SENATOR'S TRANSPORTATION + AIRFARE FOR SEN KINGS FOLLOWS: 5/31, 6/8 PORTLAND TO WASHINGTON DC; 6/4, 11, + WASHINGTON DC TO PORTLAND; 6/14 BANGOR TO WASHINGTON DC",1399.5,1,"Maine","ME","I"
"ANGUS KING",2020-06-26,2020-07-06,"PER DIEM",470.05,1,"Maine","ME","I"
"ANGUS KING",2020-06-26,2020-07-06,"STAFF TRANSPORTATION",515.92,1,"Maine","ME","I"
"ANGUS KING",2020-06-25,2020-07-07,"STAFF TRANSPORTATION",920.4,1,"Maine","ME","I"
"ANGUS KING",2020-07-08,2020-07-08,"PER DIEM",14.2,1,"Maine","ME","I"
"ANGUS KING",2020-07-08,2020-07-08,"STAFF TRANSPORTATION",41.05,1,"Maine","ME","I"
"ANGUS KING",2020-07-08,2020-07-09,"STAFF TRANSPORTATION",53.55,1,"Maine","ME","I"
"ANGUS KING",2020-06-30,2020-07-09,"STAFF TRANSPORTATION",49.73,1,"Maine","ME","I"
"ANGUS KING",2020-07-09,2020-07-13,"STAFF TRANSPORTATION",799.72,1,"Maine","ME","I"
"ANGUS KING",2020-06-11,2020-07-13,"PER DIEM",43.65,1,"Maine","ME","I"
"ANGUS KING",2020-06-11,2020-07-13,"STAFF TRANSPORTATION",641.11,1,"Maine","ME","I"
"ANGUS KING",2020-07-09,2020-07-15,"STAFF TRANSPORTATION",99,1,"Maine","ME","I"
"ANGUS KING",2020-07-14,2020-07-14,"STAFF TRANSPORTATION",38.15,1,"Maine","ME","I"
"ANGUS KING",2020-07-09,2020-07-09,"STAFF TRANSPORTATION",68.85,1,"Maine","ME","I"
"ANGUS KING",2020-07-14,2020-07-14,"STAFF TRANSPORTATION",46.8,1,"Maine","ME","I"
"ANGUS KING",2020-07-01,2020-07-16,"STAFF TRANSPORTATION",116.55,1,"Maine","ME","I"
"ANGUS KING",2020-07-08,2020-07-15,"STAFF TRANSPORTATION",107.1,1,"Maine","ME","I"
"ANGUS KING",2020-07-01,2020-07-14,"STAFF TRANSPORTATION",39.24,1,"Maine","ME","I"
"ANGUS KING",2020-07-14,2020-07-14,"STAFF TRANSPORTATION",6.3,1,"Maine","ME","I"
"ANGUS KING",2020-07-16,2020-07-20,"STAFF TRANSPORTATION",1304.2,1,"Maine","ME","I"
"ANGUS KING",2020-07-02,2020-07-02,"STAFF TRANSPORTATION",128.7,1,"Maine","ME","I"
"ANGUS KING",2020-07-13,2020-07-13,"STAFF TRANSPORTATION",90.45,1,"Maine","ME","I"
"ANGUS KING",2020-07-17,2020-07-17,"STAFF TRANSPORTATION",53.55,1,"Maine","ME","I"
"ANGUS KING",2020-07-16,2020-07-20,"STAFF TRANSPORTATION",362.2,1,"Maine","ME","I"
"ANGUS KING",2020-07-22,2020-07-22,"STAFF TRANSPORTATION",5.4,1,"Maine","ME","I"
"ANGUS KING",2020-07-21,2020-07-21,"PER DIEM",11.51,1,"Maine","ME","I"
"ANGUS KING",2020-07-21,2020-07-21,"STAFF TRANSPORTATION",62.3,1,"Maine","ME","I"
"ANGUS KING",2020-06-15,2020-07-13,"SENATOR'S TRANSPORTATION + AIRFARE FOR SEN KING AS FOLLOWS: 6/18, 25 WASHINGTON DC TO BOSTON; 6/21, 7/13 + PORTLAND TO WASHINGTON DC",1656.4,1,"Maine","ME","I"
"ANGUS KING",2020-07-23,2020-07-23,"STAFF TRANSPORTATION",51.75,1,"Maine","ME","I"
"ANGUS KING",2020-07-22,2020-07-22,"PER DIEM",8.72,1,"Maine","ME","I"
"ANGUS KING",2020-07-22,2020-07-22,"STAFF TRANSPORTATION",42.75,1,"Maine","ME","I"
"ANGUS KING",2020-07-22,2020-07-23,"STAFF TRANSPORTATION",11.25,1,"Maine","ME","I"
"ANGUS KING",2020-07-23,2020-07-23,"STAFF TRANSPORTATION",83.25,1,"Maine","ME","I"
"ANGUS KING",2020-07-24,2020-07-24,"PER DIEM",11.51,1,"Maine","ME","I"
"ANGUS KING",2020-07-24,2020-07-24,"STAFF TRANSPORTATION",62.3,1,"Maine","ME","I"
"ANGUS KING",2020-07-13,2020-07-21,"STAFF TRANSPORTATION",76.32,1,"Maine","ME","I"
"ANGUS KING",2020-07-01,2020-07-23,"STAFF TRANSPORTATION",190.35,1,"Maine","ME","I"
"ANGUS KING",2020-07-29,2020-07-29,"STAFF TRANSPORTATION",30.6,1,"Maine","ME","I"
"ANGUS KING",2020-07-21,2020-07-23,"STAFF TRANSPORTATION",245.75,1,"Maine","ME","I"
"ANGUS KING",2020-07-28,2020-07-30,"PER DIEM",119.25,1,"Maine","ME","I"
"ANGUS KING",2020-07-28,2020-07-30,"STAFF TRANSPORTATION",193.05,1,"Maine","ME","I"
"ANGUS KING",2020-07-16,2020-07-27,"STAFF TRANSPORTATION",57.78,1,"Maine","ME","I"
"ANGUS KING",2020-07-29,2020-07-29,"STAFF TRANSPORTATION",25.6,1,"Maine","ME","I"
"ANGUS KING",2020-07-30,2020-07-30,"PER DIEM",15,1,"Maine","ME","I"
"ANGUS KING",2020-07-30,2020-07-30,"STAFF TRANSPORTATION",51.75,1,"Maine","ME","I"
"ANGUS KING",2020-07-22,2020-08-01,"STAFF TRANSPORTATION",154.35,1,"Maine","ME","I"
"ANGUS KING",2020-07-21,2020-07-31,"STAFF TRANSPORTATION",141.75,1,"Maine","ME","I"
"ANGUS KING",2020-07-31,2020-08-03,"STAFF TRANSPORTATION",879.2,1,"Maine","ME","I"
"ANGUS KING",2020-07-31,2020-07-31,"PER DIEM",16.8,1,"Maine","ME","I"
"ANGUS KING",2020-07-31,2020-07-31,"STAFF TRANSPORTATION",85.5,1,"Maine","ME","I"
"ANGUS KING",2020-07-20,2020-07-24,"STAFF TRANSPORTATION",96.3,1,"Maine","ME","I"
"ANGUS KING",2020-07-09,2020-07-31,"STAFF TRANSPORTATION",302.7,1,"Maine","ME","I"
"ANGUS KING",2020-07-21,2020-07-30,"STAFF TRANSPORTATION",450,1,"Maine","ME","I"
"ANGUS KING",2020-07-27,2020-07-27,"STAFF TRANSPORTATION",54,1,"Maine","ME","I"
"ANGUS KING",2020-07-09,2020-07-09,"STAFF TRANSPORTATION",30.6,1,"Maine","ME","I"
"ANGUS KING",2020-07-25,2020-07-25,"STAFF TRANSPORTATION",42.15,1,"Maine","ME","I"
"ANGUS KING",2020-07-26,2020-07-26,"STAFF TRANSPORTATION",40.05,1,"Maine","ME","I"
"ANGUS KING",2020-08-05,2020-08-05,"STAFF TRANSPORTATION",26.8,1,"Maine","ME","I"
"ANGUS KING",2020-08-07,2020-08-07,"PER DIEM",12.66,1,"Maine","ME","I"
"ANGUS KING",2020-08-07,2020-08-07,"STAFF TRANSPORTATION",61.75,1,"Maine","ME","I"
"ANGUS KING",2020-07-30,2020-08-02,"STAFF TRANSPORTATION",213.1,1,"Maine","ME","I"
"ANGUS KING",2020-08-07,2020-08-07,"STAFF TRANSPORTATION",15.2,1,"Maine","ME","I"
"ANGUS KING",2020-08-11,2020-08-11,"STAFF TRANSPORTATION",47.7,1,"Maine","ME","I"
"ANGUS KING",2020-08-11,2020-08-11,"STAFF TRANSPORTATION",6.8,1,"Maine","ME","I"
"ANGUS KING",2020-08-12,2020-08-12,"STAFF TRANSPORTATION",6.75,1,"Maine","ME","I"
"ANGUS KING",2020-08-12,2020-08-12,"STAFF TRANSPORTATION",18.9,1,"Maine","ME","I"
"ANGUS KING",2020-08-12,2020-08-12,"PER DIEM",12.77,1,"Maine","ME","I"
"ANGUS KING",2020-08-12,2020-08-12,"STAFF TRANSPORTATION",41.05,1,"Maine","ME","I"
"ANGUS KING",2020-08-12,2020-08-13,"STAFF TRANSPORTATION",38.25,1,"Maine","ME","I"
"ANGUS KING",2020-08-05,2020-08-14,"STAFF TRANSPORTATION",162,1,"Maine","ME","I"
"ANGUS KING",2020-08-13,2020-08-13,"STAFF TRANSPORTATION",70.65,1,"Maine","ME","I"
"ANGUS KING",2020-07-27,2020-08-06,"STAFF TRANSPORTATION",106.74,1,"Maine","ME","I"
"ANGUS KING",2020-08-05,2020-08-14,"STAFF TRANSPORTATION",63.68,1,"Maine","ME","I"
"ANGUS KING",2020-08-17,2020-08-17,"STAFF TRANSPORTATION",34.2,1,"Maine","ME","I"
"ANGUS KING",2020-08-18,2020-08-18,"STAFF TRANSPORTATION",39.65,1,"Maine","ME","I"
"ANGUS KING",2020-08-07,2020-08-14,"STAFF TRANSPORTATION",132.75,1,"Maine","ME","I"
"ANGUS KING",2020-08-18,2020-08-18,"PER DIEM",9.64,1,"Maine","ME","I"
"ANGUS KING",2020-08-18,2020-08-18,"STAFF TRANSPORTATION",62.75,1,"Maine","ME","I"
"ANGUS KING",2020-08-19,2020-08-19,"PER DIEM",18.1,1,"Maine","ME","I"
"ANGUS KING",2020-08-19,2020-08-19,"STAFF TRANSPORTATION",58.25,1,"Maine","ME","I"
"ANGUS KING",2020-08-14,2020-08-23,"STAFF TRANSPORTATION",1130.85,1,"Maine","ME","I"
"ANGUS KING",2020-08-18,2020-08-21,"STAFF TRANSPORTATION",162,1,"Maine","ME","I"
"ANGUS KING",2020-08-14,2020-08-19,"STAFF TRANSPORTATION",46.31,1,"Maine","ME","I"
"ANGUS KING",2020-08-06,2020-08-21,"STAFF TRANSPORTATION",141.1,1,"Maine","ME","I"
"ANGUS KING",2020-08-15,2020-08-23,"PER DIEM",819.48,1,"Maine","ME","I"
"ANGUS KING",2020-08-15,2020-08-23,"STAFF TRANSPORTATION",518.07,1,"Maine","ME","I"
"ANGUS KING",2020-07-24,2020-08-05,"SENATOR'S TRANSPORTATION + AIRFARE FOR SEN KING AS FOLLOWS: 7/24, 30, 8/5 WASHINGTON DC TO PORTLAND; 7/26, 8/3 + PORTLAND TO WASHINGTON DC",1295.9,1,"Maine","ME","I"
"ANGUS KING",2020-08-19,2020-08-20,"INCIDENTALS",26.59,1,"Maine","ME","I"
"ANGUS KING",2020-08-19,2020-08-20,"PER DIEM",153.36,1,"Maine","ME","I"
"ANGUS KING",2020-08-19,2020-08-20,"STAFF TRANSPORTATION",505.05,1,"Maine","ME","I"
"ANGUS KING",2020-08-19,2020-08-21,"PER DIEM",183.12,1,"Maine","ME","I"
"ANGUS KING",2020-08-19,2020-08-21,"STAFF TRANSPORTATION",697.11,1,"Maine","ME","I"
"ANGUS KING",2020-08-26,2020-08-27,"STAFF TRANSPORTATION",10.8,1,"Maine","ME","I"
"ANGUS KING",2020-08-26,2020-08-26,"PER DIEM",19.98,1,"Maine","ME","I"
"ANGUS KING",2020-08-26,2020-08-26,"STAFF TRANSPORTATION",46.35,1,"Maine","ME","I"
"ANGUS KING",2020-08-16,2020-08-24,"STAFF TRANSPORTATION",110.25,1,"Maine","ME","I"
"ANGUS KING",2020-08-24,2020-08-27,"STAFF TRANSPORTATION",101.7,1,"Maine","ME","I"
"ANGUS KING",2020-08-26,2020-08-27,"STAFF TRANSPORTATION",25.25,1,"Maine","ME","I"
"ANGUS KING",2020-08-27,2020-08-27,"PER DIEM",13.69,1,"Maine","ME","I"
"ANGUS KING",2020-08-27,2020-08-27,"STAFF TRANSPORTATION",48.6,1,"Maine","ME","I"
"ANGUS KING",2020-08-27,2020-08-27,"STAFF TRANSPORTATION",85.5,1,"Maine","ME","I"
"ANGUS KING",2020-08-22,2020-08-28,"STAFF TRANSPORTATION",279.2,1,"Maine","ME","I"
"ANGUS KING",2020-08-23,2020-08-27,"INCIDENTALS",34.08,1,"Maine","ME","I"
"ANGUS KING",2020-08-23,2020-08-27,"PER DIEM",562.8,1,"Maine","ME","I"
"ANGUS KING",2020-08-23,2020-08-27,"STAFF TRANSPORTATION",765.99,1,"Maine","ME","I"
"ANGUS KING",2020-08-28,2020-08-28,"PER DIEM",16,1,"Maine","ME","I"
"ANGUS KING",2020-08-28,2020-08-28,"STAFF TRANSPORTATION",85.5,1,"Maine","ME","I"
"ANGUS KING",2020-08-31,2020-08-31,"PER DIEM",9.16,1,"Maine","ME","I"
"ANGUS KING",2020-08-31,2020-08-31,"STAFF TRANSPORTATION",62.75,1,"Maine","ME","I"
"ANGUS KING",2020-08-01,2020-08-19,"STAFF TRANSPORTATION",300.4,1,"Maine","ME","I"
"ANGUS KING",2020-08-20,2020-08-31,"STAFF TRANSPORTATION",76.6,1,"Maine","ME","I"
"ANGUS KING",2020-08-07,2020-08-28,"STAFF TRANSPORTATION",266.4,1,"Maine","ME","I"
"ANGUS KING",2020-08-18,2020-08-18,"STAFF TRANSPORTATION",29.79,1,"Maine","ME","I"
"ANGUS KING",2020-08-21,2020-08-31,"STAFF TRANSPORTATION",49.1,1,"Maine","ME","I"
"ANGUS KING",2020-08-15,2020-08-15,"STAFF TRANSPORTATION",64.8,1,"Maine","ME","I"
"ANGUS KING",2020-09-01,2020-09-04,"STAFF TRANSPORTATION",120.6,1,"Maine","ME","I"
"ANGUS KING",2020-09-01,2020-09-01,"STAFF TRANSPORTATION",29.7,1,"Maine","ME","I"
"ANGUS KING",2020-09-03,2020-09-03,"STAFF TRANSPORTATION",25.2,1,"Maine","ME","I"
"ANGUS KING",2020-08-17,2020-08-21,"STAFF TRANSPORTATION",349.2,1,"Maine","ME","I"
"ANGUS KING",2020-08-06,2020-08-25,"STAFF TRANSPORTATION",427.05,1,"Maine","ME","I"
"ANGUS KING",2020-08-24,2020-09-04,"STAFF TRANSPORTATION",166.86,1,"Maine","ME","I"
"ANGUS KING",2020-07-28,2020-09-07,"PER DIEM",14.23,1,"Maine","ME","I"
"ANGUS KING",2020-07-28,2020-09-07,"STAFF TRANSPORTATION",585.01,1,"Maine","ME","I"
"ANGUS KING",2020-08-09,2020-09-08,"STAFF TRANSPORTATION",569.4,1,"Maine","ME","I"
"ANGUS KING",2020-09-09,2020-09-09,"STAFF TRANSPORTATION",6.3,1,"Maine","ME","I"
"ANGUS KING",2020-09-09,2020-09-09,"STAFF TRANSPORTATION",18.9,1,"Maine","ME","I"
"ANGUS KING",2020-09-09,2020-09-10,"STAFF TRANSPORTATION",54,1,"Maine","ME","I"
"ANGUS KING",2020-09-09,2020-09-09,"STAFF TRANSPORTATION",96.75,1,"Maine","ME","I"
"ANGUS KING",2020-09-02,2020-09-07,"STAFF TRANSPORTATION",947.8,1,"Maine","ME","I"
"ANGUS KING",2020-03-31,2020-04-07,"SENATOR'S TRANSPORTATION",-316.2,1,"Maine","ME","I"
"ANGUS KING",NA,NA,"STAFF TRANSPORTATION",316.2,0,"Maine","ME","I"
"ANGUS KING",2020-03-01,2020-03-31,"RECORDING STUDIO CERTIFICATION",228,1,"Maine","ME","I"
"ANGUS KING",2020-03-01,2020-03-31,"PHOTO STUDIO CERTIFICATION",85.1,1,"Maine","ME","I"
"ANGUS KING",2020-04-01,2020-04-30,"RECORDING STUDIO CERTIFICATION",213.75,1,"Maine","ME","I"
"ANGUS KING",2020-04-01,2020-04-30,"PHOTO STUDIO CERTIFICATION",75.2,1,"Maine","ME","I"
"ANGUS KING",2020-05-01,2020-05-31,"PHOTO STUDIO CERTIFICATION",129.2,1,"Maine","ME","I"
"ANGUS KING",2020-05-01,2020-05-31,"RECORDING STUDIO CERTIFICATION",200.1,1,"Maine","ME","I"
"ANGUS KING",2020-06-01,2020-06-30,"PHOTO STUDIO CERTIFICATION",67.7,1,"Maine","ME","I"
"ANGUS KING",2020-06-01,2020-06-30,"RECORDING STUDIO CERTIFICATION",169.45,1,"Maine","ME","I"
"ANGUS KING",2020-07-01,2020-07-31,"RECORDING STUDIO CERTIFICATION",90,1,"Maine","ME","I"
"ANGUS KING",2020-07-01,2020-07-31,"PHOTO STUDIO CERTIFICATION",15.9,1,"Maine","ME","I"
"ANGUS KING",2020-08-01,2020-08-31,"RECORDING STUDIO CERTIFICATION",43.8,1,"Maine","ME","I"
"ANGUS KING",2020-08-01,2020-08-31,"PHOTO STUDIO CERTIFICATION",19.5,1,"Maine","ME","I"
"ANGUS KING",2020-03-31,2020-03-31,"FEES AND OTHER CHARGES",20.48,1,"Maine","ME","I"
"ANGUS KING",2020-04-30,2020-04-30,"FEES AND OTHER CHARGES",40.96,1,"Maine","ME","I"
"ANGUS KING",2020-03-25,2020-04-28,"FEES AND OTHER CHARGES",20.48,1,"Maine","ME","I"
"ANGUS KING",2020-04-29,2020-05-26,"FEES AND OTHER CHARGES",20.36,1,"Maine","ME","I"
"ANGUS KING",2020-05-27,2020-06-23,"FEES AND OTHER CHARGES",20.48,1,"Maine","ME","I"
"ANGUS KING",2020-05-27,2020-06-23,"FEES AND OTHER CHARGES",20.48,1,"Maine","ME","I"
"ANGUS KING",2020-11-05,2020-11-24,"FEES AND OTHER CHARGES",21.44,1,"Maine","ME","I"
"ANGUS KING",2020-07-15,2020-07-28,"FEES AND OTHER CHARGES",20.48,1,"Maine","ME","I"
"ANGUS KING",2020-06-25,2020-07-28,"FEES AND OTHER CHARGES",40.96,1,"Maine","ME","I"
"ANGUS KING",2020-08-12,2020-08-25,"FEES AND OTHER CHARGES",20.36,1,"Maine","ME","I"
"ANGUS KING",2020-07-01,2020-07-31,"CERTIFIED PURCHASED EQUIPMENT",67.48,1,"Maine","ME","I"
"ANGUS KING",2020-02-03,2020-02-03,"PURCHASED EQUIPMENT (EXPENDABLE)",63.2,1,"Maine","ME","I"
"ANGUS KING",2020-02-03,2020-02-03,"PURCHASED EQUIPMENT (EXPENDABLE)",1112.2,1,"Maine","ME","I"
"ANGUS KING",2020-04-13,2020-04-13,"PURCHASED EQUIPMENT (EXPENDABLE)",126.89,1,"Maine","ME","I"
"ANGUS KING",2020-04-02,2020-04-02,"PURCHASED EQUIPMENT (EXPENDABLE)",867.2,1,"Maine","ME","I"
"ANGUS KING",2020-06-05,2020-06-05,"PURCHASED EQUIPMENT (EXPENDABLE)",103.64,1,"Maine","ME","I"
"ANGUS KING",2020-06-08,2020-06-08,"PURCHASED EQUIPMENT (EXPENDABLE)",126.89,1,"Maine","ME","I"
"ANGUS KING",2020-06-11,2020-07-10,"PURCHASED EQUIPMENT (EXPENDABLE)",649.98,1,"Maine","ME","I"
"ANGUS KING",2020-05-19,2020-05-19,"PURCHASED EQUIPMENT (EXPENDABLE)",110.48,1,"Maine","ME","I"
"ANGUS KING",2020-07-11,2020-07-11,"PURCHASED EQUIPMENT (EXPENDABLE)",19.95,1,"Maine","ME","I"
"ANGUS KING",2020-09-03,2020-09-03,"PURCHASED EQUIPMENT (EXPENDABLE)",79.2,1,"Maine","ME","I"
"BARBARA A. MIKULSKI",NA,NA,"SPEECH WRITER",33499.92,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"DIRECTOR STATE OFFICE",39999.96,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"CHIEF OF STAFF",84441.22,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"SPECIAL ASSISTANT TO THE SENATOR",42065.94,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"ASSISTANT TO THE SENATOR",23143.44,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"STATE DIRECTOR ",62830.54,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"SPECIAL ASSISTANT TO THE SENATOR",35647.04,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"DIRECTOR OF OPERATIONS",63499.98,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"SPECIAL ASSISTANT TO THE SENATOR",35647.04,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"ECONOMIC POLICY ADVISOR  ",11664.21,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"PROJECTS ASSISTANT/FEDERAL GRANTS LIAISON",35647.04,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"OFFICE ADMINISTRATOR",35972.48,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"DIRECTOR OF CONSTITUENT SERVICES",49104.11,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"LEGISLATIVE ASSISTANT ",20334.94,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"DIRECTOR OF MAIL OPERATIONS",34892.44,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"STAFF ASSISTANT",22715.4,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"SENIOR ADVISOR  ",23380.5,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"SENIOR RECEPTIONIST",36721.98,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"PRESS SECRETARY",47499.96,0,"Maryland","MD","D"
"BARBARA A. MIKULSKI",NA,NA,"COMMUNICATIONS DIRECTOR",71776.48,0,"Maryland","MD","D"
